Rule,Previous,Issues,Files,Commits,Milliseconds,AvgI,AvgF,Prediction
brace-style,2,0,0,0,6177738000,0.0,0.0,2
no-useless-call,2,0,0,0,43892479000,0.0,0.0,2
no-undef-init,2,0,0,0,43399844000,0.0,0.0,2
brace-style,2,0,NaN,0,47170504000,0.0,nan,2
operator-linebreak,0,0,0,0,0,0.0,0.0,0
comma-style,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,88006071000,0.0,0.0,2
no-sync,0,0,0,0,0,0.0,0.0,0
no-empty-pattern,0,0,0,0,30486481000,0.0,0.0,0
spaced-line-comment,0,0,0,0,0,0.0,0.0,0
no-iterator,2,0,0,0,23330839000,0.0,0.0,2
newline-per-chained-call,0,0,0,0,0,0.0,0.0,0
no-caller,2,0,0,0,16833409000,0.0,0.0,2
indent-legacy,0,0,0,0,0,0.0,0.0,0
no-native-reassign,1,0,0,0,0,0.0,0.0,1
no-new-object,2,0,0,0,10122045000,0.0,0.0,2
no-redeclare,2,0,0,0,26273230000,0.0,0.0,2
comma-style,2,0,0,0,75471989000,0.0,0.0,2
symbol-description,2,0,0,0,9210915000,0.0,0.0,2
no-param-reassign,0,0,0,0,0,0.0,0.0,0
no-eval,2,0,NaN,0,58577758000,0.0,nan,2
no-unused-vars,2,0,0,0,9230750000,0.0,0.0,2
no-constant-condition,1,0,0,0,0,0.0,0.0,1
no-new-object,0,0,0,0,0,0.0,0.0,0
symbol-description,0,0,0,0,0,0.0,0.0,0
no-cond-assign,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,102266373000,0.0,0.0,2
radix,0,0,0,0,0,0.0,0.0,0
operator-assignment,0,0,0,0,0,0.0,0.0,0
no-constant-condition,1,0,0,0,0,0.0,0.0,1
no-redeclare,2,0.0032569500988716992,0.4166666666666667,0,21500590000,0.0006513900197743399,0.08333333333333334,2
arrow-parens,0,0,0,0,0,0.0,0.0,0
curly,0,0,0,0,0,0.0,0.0,0
func-style,0,0,0,0,0,0.0,0.0,0
no-continue,2,0,0,0,8981186000,0.0,0.0,2
use-isnan,2,0,0,0,17722341000,0.0,0.0,2
space-infix-ops,0,0,0,0,0,0.0,0.0,0
no-process-exit,2,0,0,0,68161026000,0.0,0.0,2
line-comment-position,0,0,0,0,0,0.0,0.0,0
camelcase,2,0.00017447946958241246,0.7666666666666667,0,46725540000,3.489589391648249e-05,0.15333333333333335,2
symbol-description,0,0,0,0,0,0.0,0.0,0
prefer-arrow-callback,2,0,0,0,28035894000,0.0,0.0,2
no-empty,2,0,0,0,50415763000,0.0,0.0,2
use-isnan,2,0,NaN,0,47374346000,0.0,nan,2
no-alert,0,0,0,0,96144225000,0.0,0.0,0
no-case-declarations,2,0,0,0,95521098000,0.0,0.0,2
no-unreachable,2,0,0,0,13151222000,0.0,0.0,2
spaced-line-comment,0,0,0,0,0,0.0,0.0,0
space-before-blocks,2,0.02617192043736187,0.8,0,53338208000,0.005234384087472374,0.16,2
eol-last,2,0.0012348993288590604,0.43169398907103823,0,63422239000,0.0002469798657718121,0.08633879781420764,2
no-sequences,0,0,0,0,96144225000,0.0,0.0,0
no-unmodified-loop-condition,2,0,0,0,4893478000,0.0,0.0,2
no-case-declarations,2,0,0,0,124532174000,0.0,0.0,2
multiline-ternary,0,0,0,0,0,0.0,0.0,0
no-multi-assign,2,0,0,0,19700592000,0.0,0.0,2
jsx-quotes,0,0,0,0,0,0.0,0.0,0
object-curly-newline,0,0,0,0,0,0.0,0.0,0
no-catch-shadow,2,0.0004071187623589624,0.1,0,89131953000,8.142375247179249e-05,0.02,2
no-else-return,0,0,0,0,30486481000,0.0,0.0,0
lines-between-class-members,2,0.35714285714285715,0.463768115942029,0,2426621000,0.07142857142857142,0.0927536231884058,2
max-len,0,0,0,0,0,0.0,0.0,0
no-undef-init,2,0,0,0,876766000,0.0,0.0,2
operator-assignment,2,0,0,0,25764507000,0.0,0.0,2
yoda,2,0,NaN,0,48227907000,0.0,nan,2
no-with,2,0,0,0,25769729000,0.0,0.0,2
require-atomic-updates,0,0,0,0,0,0.0,0.0,0
no-useless-call,0,0,0,0,0,0.0,0.0,0
no-unreachable,2,0,0,0,32147654000,0.0,0.0,2
no-extra-boolean-cast,2,0,0,0,13315025000,0.0,0.0,2
semi,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,151837740000,0.0,0.0,2
one-var,2,0,0,0,36378880000,0.0,0.0,2
no-debugger,2,0,0,0,45043963000,0.0,0.0,2
max-params,0,0,0,0,0,0.0,0.0,0
no-extra-label,2,0,0,0,39765956000,0.0,0.0,2
no-catch-shadow,2,0,0,0,47046192000,0.0,0.0,2
getter-return,2,0.023809523809523808,0.10869565217391304,0,1423844000,0.0047619047619047615,0.021739130434782608,2
no-return-assign,2,0,0,0,1579285000,0.0,0.0,2
yoda,2,0,0,0,32659992000,0.0,0.0,2
no-new,2,0,0,0,55510004000,0.0,0.0,2
template-curly-spacing,0,0,0,0,0,0.0,0.0,0
no-sparse-arrays,2,0,0,0,81858388000,0.0,0.0,2
no-const-assign,2,0,0,0,1715131000,0.0,0.0,2
no-case-declarations,2,0,0,0,157450610000,0.0,0.0,2
accessor-pairs,2,0,0,0,38601663000,0.0,0.0,2
no-with,2,0,0,0,13197885000,0.0,0.0,2
prefer-reflect,0,0,0,0,0,0.0,0.0,0
template-curly-spacing,2,0,0,0,11604948000,0.0,0.0,2
no-case-declarations,2,0,0,0,101202123000,0.0,0.0,2
no-alert,2,0,0,0,25187786000,0.0,0.0,2
use-isnan,2,0,0,0,46669038000,0.0,0.0,2
no-array-constructor,2,0,0,0,41491489000,0.0,0.0,2
no-unexpected-multiline,2,0,0,0,11616648000,0.0,0.0,2
prefer-promise-reject-errors,2,0.07142857142857142,0.4420289855072464,0,6738931000,0.014285714285714285,0.08840579710144927,2
no-bitwise,2,0,0,0,83646000,0.0,0.0,2
no-sparse-arrays,2,0,0,0,3084951000,0.0,0.0,2
no-use-before-define,2,0,NaN,0,40784698000,0.0,nan,2
dot-location,0,0,0,0,0,0.0,0.0,0
camelcase,0,0,0,0,0,0.0,0.0,0
max-params,0,0,0,0,0,0.0,0.0,0
no-new-symbol,2,0,NaN,0,45384502000,0.0,nan,2
max-depth,0,0,0,0,0,0.0,0.0,0
no-buffer-constructor,2,0,0,0,9587776000,0.0,0.0,2
no-new-wrappers,2,0,0,0,710379000,0.0,0.0,2
no-prototype-builtins,0,0,0,0,0,0.0,0.0,0
no-new-wrappers,0,0,0,0,30486481000,0.0,0.0,0
no-const-assign,2,0,0,0,2296262000,0.0,0.0,2
no-script-url,2,0,0,0,48359429000,0.0,0.0,2
no-tabs,0,0,0,0,0,0.0,0.0,0
no-loop-func,2,0,0,0,15656025000,0.0,0.0,2
no-restricted-syntax,2,0,0,0,9583445000,0.0,0.0,2
no-unused-vars,0,0,0,0,2361093000,0.0,0.0,0
implicit-arrow-linebreak,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,96987028000,0.0,0.0,2
no-useless-computed-key,2,0,0,0,24744578000,0.0,0.0,2
object-property-newline,2,0,0,0,17362652000,0.0,0.0,2
space-before-keywords,0,0,0,0,0,0.0,0.0,0
dot-notation,1,0,0,0,0,0.0,0.0,1
switch-colon-spacing,0,0,0,0,0,0.0,0.0,0
arrow-parens,0,0,0,0,0,0.0,0.0,0
space-infix-ops,2,0.6703355704697986,0.819672131147541,0,8381609000,0.13406711409395972,0.1639344262295082,2
strict,2,0,0,0,41560853000,0.0,0.0,2
no-dupe-keys,2,0,0,0,75289128000,0.0,0.0,2
no-dupe-keys,2,0,0,0,8997667000,0.0,0.0,2
no-useless-rename,2,0,0,0,4662680000,0.0,0.0,2
template-curly-spacing,0,0,0,0,30486481000,0.0,0.0,0
no-useless-escape,2,0,0,0,18026949000,0.0,0.0,2
no-duplicate-case,2,0,0,0,165025000,0.0,0.0,2
no-use-before-define,2,0,0,0,10719518000,0.0,0.0,2
no-trailing-spaces,2,0,0,0,3875530000,0.0,0.0,2
semi-spacing,0,0,0,0,0,0.0,0.0,0
no-extra-boolean-cast,0,0,0,0,0,0.0,0.0,0
accessor-pairs,0,0,0,0,0,0.0,0.0,0
semi,2,0,0,0,98612997000,0.0,0.0,2
max-statements-per-line,0,0,0,0,0,0.0,0.0,0
no-console,0,0,0,0,0,0.0,0.0,0
no-shadow,2,0,0,0,9597251000,0.0,0.0,2
curly,2,0.00032133676092544985,0.7391304347826086,0,18939732000,6.426735218508997e-05,0.14782608695652172,2
consistent-return,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,111547533000,0.0,0.0,2
prefer-template,1,0,0,0,0,0.0,0.0,1
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
no-param-reassign,0,0,0,0,0,0.0,0.0,0
no-cond-assign,2,0,0,0,28158615000,0.0,0.0,2
no-invalid-regexp,2,0,0,0,45814803000,0.0,0.0,2
require-jsdoc,0,0,0,0,0,0.0,0.0,0
wrap-iife,2,0.0005234384087472374,0.7833333333333333,0,57840293000,0.00010468768174944749,0.15666666666666668,2
nonblock-statement-body-position,0,0,0,0,0,0.0,0.0,0
no-implicit-globals,0,0,0,0,0,0.0,0.0,0
no-extend-native,2,0,0,0,50591706000,0.0,0.0,2
no-dupe-keys,2,0,0,0,15548291000,0.0,0.0,2
no-spaced-func,0,0,0,0,0,0.0,0.0,0
use-isnan,2,0,0,0,1559197000,0.0,0.0,2
no-invalid-regexp,2,0,0,0,10043715000,0.0,0.0,2
no-extra-boolean-cast,2,0.0031140939597315434,0.773224043715847,0,8301881000,0.0006228187919463087,0.15464480874316938,2
no-lonely-if,0,0,0,0,0,0.0,0.0,0
no-octal-escape,0,0,0,0,1183496000,0.0,0.0,0
no-regex-spaces,2,0,0,0,10315508000,0.0,0.0,2
unicode-bom,2,0,0,0,183206000,0.0,0.0,2
max-nested-callbacks,0,0,0,0,0,0.0,0.0,0
no-const-assign,0,0,0,0,30486481000,0.0,0.0,0
comma-style,2,0,0,0,13172082000,0.0,0.0,2
no-sequences,2,0,0,0,12457104000,0.0,0.0,2
no-new,2,0,NaN,0,21858094000,0.0,nan,2
no-multi-str,2,0,0,0,11024325000,0.0,0.0,2
no-comma-dangle,1,0,0,0,0,0.0,0.0,1
no-alert,2,0,0,0,48870223000,0.0,0.0,2
no-restricted-imports,0,0,0,0,0,0.0,0.0,0
jsx-quotes,0,0,0,0,0,0.0,0.0,0
object-property-newline,0,0,0,0,0,0.0,0.0,0
no-tabs,0,0,0,0,0,0.0,0.0,0
yoda,2,0,0,0,47891785000,0.0,0.0,2
no-throw-literal,2,0.0008053691275167785,0.8224043715846995,0,10111917000,0.0001610738255033557,0.1644808743169399,2
no-empty-function,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,93045127000,0.0,0.0,2
curly,2,0,NaN,0,21769333000,0.0,nan,2
no-case-declarations,2,0,0,0,90842134000,0.0,0.0,2
jsx-quotes,0,0,0,0,0,0.0,0.0,0
no-mixed-requires,0,0,0,0,0,0.0,0.0,0
no-misleading-character-class,0,0,0,0,0,0.0,0.0,0
semi,2,0.26817494474816794,0.23333333333333334,0,103090009000,0.05363498894963359,0.04666666666666667,2
no-dupe-args,2,0,0,0,28800397000,0.0,0.0,2
quote-props,0,0,0,0,0,0.0,0.0,0
no-tabs,2,0,0,0,24778235000,0.0,0.0,2
no-case-declarations,2,0,0,0,96624189000,0.0,0.0,2
no-undefined,0,0,0,0,2724518000,0.0,0.0,0
space-before-blocks,2,0.03664068861230662,0.5666666666666667,0,63631517000,0.007328137722461324,0.11333333333333333,2
accessor-pairs,2,0,0,0,10868376000,0.0,0.0,2
unicode-bom,0,0,0,0,0,0.0,0.0,0
wrap-iife,2,0.0012213562870768873,0.06666666666666667,0,75303857000,0.00024427125741537743,0.013333333333333332,2
no-case-declarations,2,0,0,0,118145123000,0.0,0.0,2
no-implied-eval,0,0,0,0,30486481000,0.0,0.0,0
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
spaced-line-comment,2,0.01723489932885906,0.8770491803278688,0,14692188000,0.003446979865771812,0.17540983606557375,2
no-extend-native,2,0,0,0,52132772000,0.0,0.0,2
wrap-regex,0,0,0,0,0,0.0,0.0,0
no-useless-concat,2,0,0,0,13753192000,0.0,0.0,2
global-require,0,0,0,0,0,0.0,0.0,0
object-property-newline,0,0,0,0,0,0.0,0.0,0
no-throw-literal,0,0,0,0,0,0.0,0.0,0
require-yield,2,0,0,0,9378570000,0.0,0.0,2
array-bracket-spacing,0,0,0,0,0,0.0,0.0,0
no-sequences,2,0,0,0,30661222000,0.0,0.0,2
no-octal-escape,0,0,0,0,1183496000,0.0,0.0,0
no-caller,2,0,0,0,16775083000,0.0,0.0,2
consistent-return,0,0,0,0,0,0.0,0.0,0
no-plusplus,0,0,0,0,0,0.0,0.0,0
no-new,2,0,0,0,17359062000,0.0,0.0,2
no-eval,2,0,0,0,880019000,0.0,0.0,2
guard-for-in,2,0.015463087248322148,0.8224043715846995,0,7098378000,0.0030926174496644296,0.1644808743169399,2
no-case-declarations,2,0,0,0,112197464000,0.0,0.0,2
operator-linebreak,0,0,0,0,0,0.0,0.0,0
template-curly-spacing,2,0,NaN,0,48225649000,0.0,nan,2
no-alert,2,0,0,0,51024666000,0.0,0.0,2
consistent-return,0,0,0,0,0,0.0,0.0,0
no-negated-in-lhs,2,0,0,0,62655559000,0.0,0.0,2
block-scoped-var,0,0,0,0,30486481000,0.0,0.0,0
semi,0,0,0,0,0,0.0,0.0,0
no-extra-bind,2,0,0,0,12145540000,0.0,0.0,2
no-new-wrappers,0,0,0,0,30486481000,0.0,0.0,0
no-extend-native,2,0,0,0,2386218000,0.0,0.0,2
getter-return,0,0,0,0,0,0.0,0.0,0
no-debugger,2,0,0,0,59145482000,0.0,0.0,2
no-native-reassign,2,0,0,0,63514754000,0.0,0.0,2
no-return-assign,2,0,0,0,13149494000,0.0,0.0,2
spaced-comment,2,0,0,0,9133567000,0.0,0.0,2
no-restricted-properties,0,0,0,0,0,0.0,0.0,0
padding-line-between-statements,0,0,0,0,0,0.0,0.0,0
no-class-assign,2,0,0,0,26737837000,0.0,0.0,2
no-useless-rename,2,0,0,0,19148467000,0.0,0.0,2
no-redeclare,1,0,0,0,0,0.0,0.0,1
comma-spacing,0,0,0,0,0,0.0,0.0,0
use-isnan,2,0,0,0,72315727000,0.0,0.0,2
prefer-reflect,0,0,0,0,0,0.0,0.0,0
eqeqeq,2,0,0,0,3728786000,0.0,0.0,2
no-await-in-loop,2,0,0,0,10015539000,0.0,0.0,2
radix,0,0,0,0,0,0.0,0.0,0
computed-property-spacing,0,0,0,0,0,0.0,0.0,0
no-throw-literal,2,0,0,0,28163727000,0.0,0.0,2
no-const-assign,0,0,0,0,30486481000,0.0,0.0,0
newline-per-chained-call,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,95720116000,0.0,0.0,2
no-restricted-properties,2,0,0,0,28893256000,0.0,0.0,2
no-warning-comments,1,0,0,0,0,0.0,0.0,1
no-obj-calls,2,0,0,0,74484560000,0.0,0.0,2
space-infix-ops,0,0,0,0,0,0.0,0.0,0
no-multi-spaces,0,0,0,0,0,0.0,0.0,0
no-label-var,0,0,0,0,96144225000,0.0,0.0,0
no-shadow-restricted-names,2,0.00021476510067114095,0.8333333333333334,0,521725000,4.295302013422819e-05,0.16666666666666669,2
padded-blocks,2,0,NaN,0,15915228000,0.0,nan,2
no-template-curly-in-string,2,0,0,0,18499087000,0.0,0.0,2
no-useless-computed-key,2,0,0,0,13136635000,0.0,0.0,2
no-unused-vars,2,0,0,0,553633000,0.0,0.0,2
no-unsafe-negation,2,0,0,0,12155432000,0.0,0.0,2
no-trailing-spaces,0,0,0,0,0,0.0,0.0,0
no-trailing-spaces,2,0.00005815982319413749,0.85,0,56019470000,1.1631964638827498e-05,0.16999999999999998,2
no-obj-calls,2,0,0,0,98496031000,0.0,0.0,2
no-negated-condition,0,0,0,0,0,0.0,0.0,0
no-redeclare,2,0.0032569500988716992,0.43333333333333335,0,38859693000,0.0006513900197743399,0.08666666666666667,2
no-extend-native,2,0,0,0,85820879000,0.0,0.0,2
no-negated-in-lhs,0,0,0,0,0,0.0,0.0,0
no-array-constructor,2,0,0,0,18060363000,0.0,0.0,2
consistent-this,0,0,0,0,0,0.0,0.0,0
space-return-throw-case,0,0,0,0,64148013000,0.0,0.0,0
no-multi-spaces,0,0,0,0,0,0.0,0.0,0
no-extra-bind,2,0,0,0,15137038000,0.0,0.0,2
space-in-brackets,0,0,0,0,0,0.0,0.0,0
no-self-compare,2,0,0,0,8467537000,0.0,0.0,2
semi-spacing,2,0,0,0,12213440000,0.0,0.0,2
no-multi-str,0,0,0,0,96144225000,0.0,0.0,0
space-after-keywords,0,0,0,0,13028000,0.0,0.0,0
template-tag-spacing,0,0,0,0,0,0.0,0.0,0
id-blacklist,0,0,0,0,0,0.0,0.0,0
no-dupe-keys,2,0,0,0,7850053000,0.0,0.0,2
no-new-wrappers,0,0,0,0,30486481000,0.0,0.0,0
no-compare-neg-zero,2,0,NaN,0,47374346000,0.0,nan,2
no-trailing-spaces,2,0.00005815982319413749,0.8166666666666667,0,55238115000,1.1631964638827498e-05,0.16333333333333333,2
no-caller,2,0,0,0,6574502000,0.0,0.0,2
no-useless-return,2,0,0,0,97521000,0.0,0.0,2
no-new-object,2,0,0,0,12091500000,0.0,0.0,2
consistent-return,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,98273979000,0.0,0.0,2
no-inner-declarations,2,0,0,0,26145010000,0.0,0.0,2
callback-return,0,0,0,0,0,0.0,0.0,0
no-inline-comments,0,0,0,0,0,0.0,0.0,0
no-new-func,2,0,0,0,16431715000,0.0,0.0,2
no-case-declarations,2,0,0,0,107059481000,0.0,0.0,2
no-with,2,0,0,0,36320253000,0.0,0.0,2
no-new-object,2,0.0023087248322147653,0.11748633879781421,0,11519007000,0.00046174496644295305,0.023497267759562842,2
no-func-assign,0,0,0,0,30486481000,0.0,0.0,0
semi,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,118731616000,0.0,0.0,2
no-labels,0,0,0,0,30486481000,0.0,0.0,0
newline-per-chained-call,0,0,0,0,0,0.0,0.0,0
radix,2,0,0,0,14862885000,0.0,0.0,2
no-empty,2,0,0,0,7959746000,0.0,0.0,2
no-new-func,0,0,0,0,30486481000,0.0,0.0,0
wrap-iife,0,0,0,0,96144225000,0.0,0.0,0
space-after-keywords,0,0,0,0,13028000,0.0,0.0,0
no-var,2,0.09045629820051414,0.7391304347826086,0,15344369000,0.018091259640102827,0.14782608695652172,2
no-param-reassign,2,0.006711409395973154,0.7950819672131147,0,1571732000,0.0013422818791946308,0.15901639344262294,2
no-delete-var,2,0,0,0,44140419000,0.0,0.0,2
max-classes-per-file,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,158414525000,0.0,0.0,2
no-path-concat,2,0,0,0,53351063000,0.0,0.0,2
no-unexpected-multiline,0,0,0,0,0,0.0,0.0,0
no-fallthrough,2,0,0,0,42068395000,0.0,0.0,2
no-delete-var,2,0,0,0,52006429000,0.0,0.0,2
no-with,2,0,0,0,45972190000,0.0,0.0,2
no-underscore-dangle,0,0,0,0,0,0.0,0.0,0
use-isnan,2,0,0,0,11224352000,0.0,0.0,2
no-return-await,0,0,0,0,0,0.0,0.0,0
no-trailing-spaces,2,0.0028993288590604027,0.4453551912568306,0,65743479000,0.0005798657718120805,0.08907103825136611,2
prefer-spread,2,0,0,0,10713485000,0.0,0.0,2
no-irregular-whitespace,2,0,0,0,20712272000,0.0,0.0,2
require-jsdoc,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,133353434000,0.0,0.0,2
no-shadow-restricted-names,2,0.00017447946958241246,0.6666666666666666,0,60971509000,3.489589391648249e-05,0.13333333333333333,2
no-case-declarations,2,0,0,0,161447320000,0.0,0.0,2
one-var,0,0,0,0,0,0.0,0.0,0
no-empty-class,0,0,0,0,29424024000,0.0,0.0,0
prefer-template,2,0,0,0,7596302000,0.0,0.0,2
object-shorthand,2,0,0,0,7354867000,0.0,0.0,2
no-empty,2,0,0,0,111679741000,0.0,0.0,2
radix,2,0,0,0,33822579000,0.0,0.0,2
no-trailing-spaces,2,0,0,0,47650798000,0.0,0.0,2
handle-callback-err,0,0,0,0,0,0.0,0.0,0
id-match,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,98969521000,0.0,0.0,2
no-constant-condition,2,0,0,0,110274863000,0.0,0.0,2
no-multi-spaces,2,0,0,0,17448898000,0.0,0.0,2
no-empty-character-class,2,0,0,0,17807740000,0.0,0.0,2
consistent-this,0,0,0,0,0,0.0,0.0,0
no-undef-init,2,0,0,0,9711745000,0.0,0.0,2
no-restricted-properties,2,0,0,0,1738525000,0.0,0.0,2
no-unused-expressions,0,0,0,0,0,0.0,0.0,0
no-implied-eval,2,0,0,0,63128614000,0.0,0.0,2
comma-dangle,0,0,0,0,0,0.0,0.0,0
no-comma-dangle,1,0,0,0,0,0.0,0.0,1
no-case-declarations,2,0,0,0,105355376000,0.0,0.0,2
no-extra-semi,0,0,0,0,0,0.0,0.0,0
space-infix-ops,0,0,0,0,0,0.0,0.0,0
quotes,2,0,NaN,0,32663371000,0.0,nan,2
no-catch-shadow,0,0,0,0,0,0.0,0.0,0
no-buffer-constructor,2,0,0,0,10713013000,0.0,0.0,2
no-func-assign,2,0,0,0,11539602000,0.0,0.0,2
dot-notation,2,0,0,0,4069475000,0.0,0.0,2
no-case-declarations,2,0,0,0,93726260000,0.0,0.0,2
wrap-iife,0,0,0,0,96144225000,0.0,0.0,0
wrap-regex,0,0,0,0,0,0.0,0.0,0
no-undef,2,0,0,0,12146699000,0.0,0.0,2
no-inline-comments,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,100463527000,0.0,0.0,2
no-useless-rename,2,0,0,0,12442098000,0.0,0.0,2
no-extend-native,2,0,0,0,13416993000,0.0,0.0,2
quote-props,0,0,0,0,0,0.0,0.0,0
prefer-const,0,0,0,0,30486481000,0.0,0.0,0
no-alert,2,0,0,0,14530040000,0.0,0.0,2
no-alert,2,0,0,0,4016762000,0.0,0.0,2
no-alert,2,0,0,0,51343455000,0.0,0.0,2
linebreak-style,2,0,0,0,87631007000,0.0,0.0,2
no-underscore-dangle,0,0,0,0,0,0.0,0.0,0
no-wrap-func,2,0.0029079911597068744,0.8833333333333333,0,15563361000,0.0005815982319413749,0.17666666666666667,2
no-delete-var,2,0,0,0,10803920000,0.0,0.0,2
space-before-blocks,2,0.0660695591485402,0.11666666666666667,0,85152548000,0.013213911829708038,0.023333333333333334,2
no-iterator,2,0,0,0,89297766000,0.0,0.0,2
no-case-declarations,2,0,0,0,145187928000,0.0,0.0,2
wrap-iife,2,0.012091898428053204,NaN,0,22421844000,0.0024183796856106408,nan,2
space-unary-ops,2,0.0019328859060402685,0.819672131147541,0,4242167000,0.0003865771812080537,0.1639344262295082,2
max-statements-per-line,0,0,0,0,0,0.0,0.0,0
semi-style,0,0,0,0,0,0.0,0.0,0
no-obj-calls,2,0,0,0,9589474000,0.0,0.0,2
no-iterator,2,0,0,0,41345106000,0.0,0.0,2
no-return-await,0,0,0,0,0,0.0,0.0,0
curly,0,0,0,0,0,0.0,0.0,0
no-irregular-whitespace,2,0,NaN,0,21698135000,0.0,nan,2
no-lone-blocks,2,0,0,0,22284567000,0.0,0.0,2
no-case-declarations,2,0,0,0,94807040000,0.0,0.0,2
lines-around-directive,0,0,0,0,0,0.0,0.0,0
no-trailing-spaces,2,0.005906040268456376,0.8387978142076503,0,10737214000,0.0011812080536912752,0.16775956284153007,2
arrow-spacing,2,0,0,0,15588684000,0.0,0.0,2
no-array-constructor,2,0.00010738255033557047,0.01912568306010929,0,61025414000,2.1476510067114094e-05,0.003825136612021858,2
handle-callback-err,0,0,0,0,0,0.0,0.0,0
prefer-promise-reject-errors,2,0.07142857142857142,0.4782608695652174,0,7961815000,0.014285714285714285,0.09565217391304348,2
no-new-require,2,0,0,0,74869796000,0.0,0.0,2
no-var,2,0,0,0,30426523000,0.0,0.0,2
no-extend-native,2,0,0,0,6756492000,0.0,0.0,2
space-before-function-parentheses,0,0,0,0,0,0.0,0.0,0
no-extend-native,1,0,0,0,0,0.0,0.0,1
no-useless-call,2,0,0,0,18602791000,0.0,0.0,2
no-unused-vars,2,0,0,0,520394000,0.0,0.0,2
id-blacklist,0,0,0,0,0,0.0,0.0,0
space-in-brackets,0,0,0,0,0,0.0,0.0,0
prefer-reflect,0,0,0,0,0,0.0,0.0,0
no-new-symbol,2,0,0,0,1817962000,0.0,0.0,2
no-extend-native,0,0,0,0,30486481000,0.0,0.0,0
no-unused-vars,0,0,0,0,0,0.0,0.0,0
no-warning-comments,0,0,0,0,0,0.0,0.0,0
no-warning-comments,0,0,0,0,0,0.0,0.0,0
object-property-newline,0,0,0,0,0,0.0,0.0,0
space-return-throw-case,2,0.015677852348993288,0.7978142076502732,0,1463711000,0.0031355704697986577,0.15956284153005465,2
space-after-keywords,0,0,0,0,13028000,0.0,0.0,0
arrow-body-style,0,0,0,0,0,0.0,0.0,0
use-isnan,2,0,0,0,896701000,0.0,0.0,2
id-blacklist,0,0,0,0,0,0.0,0.0,0
prefer-promise-reject-errors,2,0,0,0,44867214000,0.0,0.0,2
no-new,2,0,0,0,9216395000,0.0,0.0,2
no-extend-native,0,0,0,0,30486481000,0.0,0.0,0
semi-style,0,0,0,0,0,0.0,0.0,0
no-delete-var,2,0,0,0,46873049000,0.0,0.0,2
no-invalid-regexp,2,0,0,0,74903636000,0.0,0.0,2
no-implied-eval,2,0,0,0,51538272000,0.0,0.0,2
no-useless-escape,0,0,0,0,0,0.0,0.0,0
no-underscore-dangle,0,0,0,0,0,0.0,0.0,0
arrow-body-style,2,0,0,0,10444456000,0.0,0.0,2
no-loop-func,2,0,0,0,28445336000,0.0,0.0,2
no-multi-spaces,0,0,0,0,0,0.0,0.0,0
no-new,2,0,NaN,0,19320153000,0.0,nan,2
no-sparse-arrays,2,0,0,0,42059162000,0.0,0.0,2
indent-legacy,0,0,0,0,0,0.0,0.0,0
no-extra-parens,0,0,0,0,0,0.0,0.0,0
brace-style,0,0,0,0,0,0.0,0.0,0
lines-around-directive,0,0,0,0,0,0.0,0.0,0
prefer-arrow-callback,2,0,0,0,16780717000,0.0,0.0,2
no-negated-in-lhs,0,0,0,0,0,0.0,0.0,0
padded-blocks,0,0,0,0,0,0.0,0.0,0
no-constant-condition,2,0,0,0,30070543000,0.0,0.0,2
no-shadow-restricted-names,2,0,0,0,16779955000,0.0,0.0,2
no-mixed-operators,0,0,0,0,0,0.0,0.0,0
no-shadow,0,0,0,0,0,0.0,0.0,0
no-extend-native,2,0,0,0,10806221000,0.0,0.0,2
init-declarations,0,0,0,0,0,0.0,0.0,0
no-sync,0,0,0,0,0,0.0,0.0,0
no-extra-boolean-cast,2,0,0,0,5356838000,0.0,0.0,2
no-fallthrough,2,0.00011631964638827499,0.15,0,89631819000,2.3263929277654997e-05,0.03,2
no-case-declarations,2,0,0,0,108476338000,0.0,0.0,2
no-new-func,0,0,0,0,0,0.0,0.0,0
space-before-function-paren,0,0,0,0,0,0.0,0.0,0
no-catch-shadow,2,0,0,0,49166399000,0.0,0.0,2
no-new-wrappers,2,0,0,0,43644808000,0.0,0.0,2
wrap-iife,2,0,0,0,5256166000,0.0,0.0,2
wrap-iife,2,0.00023263929277654997,0.31666666666666665,0,46783599000,4.652785855530999e-05,0.06333333333333332,2
no-constant-condition,2,0,0,0,30426523000,0.0,0.0,2
no-undefined,0,0,0,0,0,0.0,0.0,0
